close,high,low,date
"26,170.00","26,190.50","26,131.00",20250624
"26,215.00","26,222.50","26,115.00",20250623
"26,128.50","26,152.50","26,114.00",20250620
"26,128.00","26,143.50","26,085.00",20250619
"26,101.50","26,115.00","26,065.00",20250618
"26,081.50","26,093.00","26,048.50",20250617
"26,061.50","26,102.50","26,043.00",20250616
"26,075.00","26,099.50","26,025.00",20250613
"26,037.50","26,042.50","26,010.00",20250612
"26,030.00","26,040.00","26,000.00",20250611
"26,012.50","26,065.00","26,010.00",20250610
"26,042.50","26,094.00","26,022.50",20256209
"26,054.00","26,097.00","26,030.50",20256206
"26,082.50","26,126.50","26,058.00",20256205
"26,084.00","26,098.00","26,025.00",20256204
"26,055.00","26,083.50","25,998.50",20256203
"26,029.00","26,046.50","25,980.00",20256202
"26,021.50","26,045.00","25,935.00",20250530
"26,025.00","26,074.50","25,994.50",20250529
"25,970.00","25,975.00","25,911.50",20250528
"25,917.50","25,960.00","25,889.50",20250527
"25,912.50","25,965.00","25,890.50",20250526
"25,954.00","25,987.00","25,939.50",20250523
"25,976.50","25,988.50","25,945.00",20250522
"25,973.00","25,984.50","25,930.00",20250521
"25,970.00","25,978.00","25,935.00",20250520
"25,947.50","25,961.00","25,907.50",20250519
"25,921.50","25,971.00","25,903.00",20250516
"25,947.50","25,962.50","25,906.00",20250515
"25,930.00","25,985.00","25,914.00",20250514
"25,961.50","25,986.50","25,913.50",20250513
"25,971.00","25,982.50","25,918.00",20250512
"25,978.50","25,997.00","25,948.00",20255209
"25,963.50","25,988.00","25,951.00",20255208
"25,962.50","25,980.00","25,912.50",20255207
"25,963.50","25,988.50","25,949.00",20255206
"25,957.50","26,018.50","25,934.00",20255205
"26,005.00","26,005.00","26,005.00",20255202
"26,005.00","26,005.00","26,005.00",20255201
"26,005.00","26,005.00","26,005.00",20250430
"26,005.00","26,010.00","25,960.00",20250429
"26,000.00","26,050.00","25,927.50",20250428
"26,025.00","26,035.00","26,015.00",20250426
"26,021.50","26,062.00","26,007.50",20250425
"26,029.00","26,067.00","25,985.00",20250424
"25,995.00","26,018.50","25,927.50",20250423
"25,965.00","25,994.00","25,890.00",20250422
"25,871.00","25,964.50","25,858.50",20250421
"25,925.00","25,976.50","25,865.00",20250418
"25,837.00","25,900.00","25,848.00",20250417
"25,830.00","25,905.00","25,796.50",20250416
"25,790.00","25,923.50","25,808.00",20250415
"25,824.00","25,843.00","25,705.00",20250414
"25,715.00","25,782.50","25,660.50",20250411
"25,740.00","25,874.50","25,753.50",20250410
"25,960.00","26,130.00","25,982.50",20254209
"25,995.00","26,033.00","25,836.50",20254208
"25,780.00","25,780.00","25,780.00",20254207
"25,780.00","25,810.00","25,760.00",20254204
"25,790.00","25,837.00","25,700.00",20254203
"25,600.00","25,658.50","25,612.50",20254202
"25,620.00","25,660.00","25,545.00",20254201
"25,565.00","25,592.50","25,536.50",20250331
"25,550.00","25,620.00","25,555.00",20250328
"25,560.00","25,629.50","25,562.50",20250327
"25,555.00","25,635.00","25,567.50",20250326
"25,600.00","25,664.00","25,611.00",20250325
"25,620.00","25,657.50","25,538.00",20250324
"25,585.00","25,605.00","25,545.00",20250321
"25,545.00","25,567.50","25,542.50",20250320
"25,535.00","25,550.00","25,525.00",20250319
"25,510.00","25,550.00","25,520.00",20250318
"25,510.00","25,586.00","25,475.00",20250317
"25,500.00","25,532.50","25,465.00",20250314
"25,490.00","25,512.50","25,465.00",20250313
"25,445.00","25,515.00","25,450.00",20250312
"25,450.00","25,520.00","25,462.00",20250311
"25,525.00","25,568.50","25,510.00",20250310
"25,480.00","25,552.50","25,435.00",20253207
"25,485.00","25,516.50","25,430.00",20253206
"25,490.00","25,586.00","25,495.00",20253205
"25,540.00","25,596.50","25,555.00",20253204
"25,575.00","25,617.50","25,548.00",20253203
"25,530.00","25,573.00","25,540.00",20250228
"25,520.00","25,566.00","25,489.50",20250227
"25,535.00","25,572.50","25,482.50",20250226
"25,520.00","25,537.50","25,466.00",20250225
"25,468.00","25,535.00","25,468.50",20250224
"25,510.00","25,545.00","25,475.00",20250221
"25,500.00","25,574.50","25,515.00",20250220
"25,515.00","25,574.50","25,500.00",20250219
"25,500.00","25,580.00","25,425.00",20250218
"25,470.00","25,482.50","25,390.00",20250217
"25,370.00","25,460.50","25,385.00",20250214
"25,440.00","25,535.00","25,400.00",20250213
"25,550.00","25,607.00","25,490.00",20250212
"25,530.00","25,540.00","25,420.00",20250211
"25,380.00","25,405.00","25,367.50",20250210
"25,290.00","25,342.50","25,282.50",20252207
"25,260.00","25,275.00","25,147.50",20252206
"25,145.00","25,195.00","25,115.00",20252205
"25,160.00","25,282.50","25,160.00",20252204
"25,280.00","25,355.00","25,025.00",20252203
"25,060.00","25,060.00","25,060.00",20250131
"25,060.00","25,060.00","25,060.00",20250130
"25,060.00","25,060.00","25,060.00",20250129
"25,060.00","25,060.00","25,060.00",20250128
"25,060.00","25,060.00","25,060.00",20250127
"25,060.00","25,142.50","25,025.00",20250124
"25,080.00","25,157.50","25,005.00",20250123
"25,050.00","25,270.00","25,075.00",20250122
"25,260.00","25,315.00","25,245.00",20250121
"25,315.00","25,380.50","25,280.00",20250120
"25,315.00","25,385.00","25,318.50",20250117
"25,370.00","25,388.50","25,372.50",20250116
"25,375.00","25,394.00","25,382.00",20250115
"25,380.00","25,400.00","25,375.00",20250114
"25,390.00","25,433.50","25,370.00",20250113
"25,360.00","25,385.00","25,367.50",20250110
"25,375.00","25,389.00","25,375.00",20251209
"25,370.00","25,395.00","25,376.00",20251208
"25,360.00","25,422.50","25,362.50",20251207
"25,370.00","25,455.00","25,375.00",20251206
"25,400.00","25,462.50","25,422.50",20251203
"25,450.00","25,485.00","25,446.50",20251202
"25,480.00","25,480.00","25,480.00",20251201
"25,480.00","25,512.50","25,446.50",20241231
"25,476.00","25,485.50","25,444.00",20241230
"25,445.00","25,456.50","25,425.00",20241227
"25,425.00","25,451.00","25,420.00",20241226
"25,420.00","25,455.00","25,415.00",20241225
"25,425.00","25,465.00","25,432.50",20241224
"25,440.00","25,465.00","25,425.50",20241223
"25,445.00","25,467.50","25,450.00",20241220
"25,450.00","25,469.00","25,450.00",20241219
"25,445.00","25,457.50","25,395.00",20241218
"25,430.00","25,440.00","25,346.50",20241217
"25,385.00","25,405.00","25,346.50",20241216
"25,400.00","25,410.00","25,385.00",20241213
"25,394.00","25,399.00","25,360.00",20241212
"25,380.00","25,390.00","25,346.50",20241211
"25,360.00","25,382.50","25,365.00",20241210
"25,370.00","25,395.00","25,365.00",20241209
"25,375.00","25,396.50","25,366.50",20241206
"25,380.00","25,414.00","25,346.50",20241205
"25,400.00","25,412.50","25,365.00",20241204
"25,395.00","25,408.00","25,346.50",20241203
"25,374.00","25,392.50","25,340.00",20241202
"25,344.00","25,405.00","25,340.00",20241129
"25,358.00","25,407.50","25,327.50",20241128
"25,375.00","25,417.50","25,385.00",20241127
"25,405.00","25,425.00","25,405.00",20241126
"25,410.00","25,425.00","25,388.50",20241125
"25,417.00","25,432.50","25,415.00",20241122
"25,415.00","25,434.00","25,403.50",20241121
"25,415.00","25,425.00","25,395.00",20241120
"25,395.00","25,417.50","25,375.00",20241119
"25,405.00","25,417.50","25,342.50",20241118
"25,380.00","25,397.50","25,375.00",20241115
"25,390.00","25,405.00","25,335.00",20241114
"25,330.00","25,363.50","25,295.00",20241113
"25,340.00","25,357.50","25,303.50",20241112
"25,310.00","25,332.50","25,255.00",20241111
"25,260.00","25,315.00","25,275.00",20241108
"25,350.00","25,420.00","25,365.00",20241107
"25,370.00","25,417.50","25,355.00",20241106
"25,330.00","25,365.00","25,290.00",20241105
"25,310.00","25,335.00","25,267.50",20241104
"25,280.00","25,345.00","25,260.00",20241101
"25,270.00","25,350.00","25,275.00",20241031
"25,280.00","25,405.00","25,290.00",20241030
"25,295.00","25,355.00","25,278.50",20241029
"25,345.00","25,435.00","25,350.00",20241028
"25,355.00","25,430.00","25,370.00",20241025
"25,385.00","25,455.00","25,385.00",20241024
"25,400.00","25,432.50","25,375.00",20241023
"25,390.00","25,405.00","25,360.00",20241022
"25,285.00","25,305.00","25,165.00",20241021
"25,150.00","25,275.00","25,165.00",20241018
"25,180.00","25,207.50","25,030.00",20241017
"24,970.00","25,010.00","24,895.00",20241016
"24,925.00","24,959.00","24,835.00",20241015
"24,840.00","24,852.50","24,805.00",20241014
"24,805.00","24,855.50","24,805.00",20241011
"24,830.00","24,870.00","24,825.00",20241010
"24,830.00","24,847.50","24,820.00",20241009
"24,835.00","24,855.00","24,831.50",20241008
"24,840.00","24,860.00","24,837.50",20241007
"24,755.00","24,772.50","24,720.00",20241004
"24,745.00","24,762.50","24,640.00",20241003
"24,652.00","24,675.00","24,591.00",20241002
"24,595.00","24,615.00","24,552.50",20241001
"24,555.00","24,615.00","24,545.00",20240930
"24,590.00","24,630.00","24,585.00",20240927
"24,615.00","24,640.00","24,552.50",20240926
"24,580.00","24,605.50","24,536.00",20240925
"24,590.00","24,655.00","24,585.00",20240924
"24,615.00","24,655.00","24,533.00",20240923
"24,590.00","24,635.00","24,528.00",20240920
"24,565.00","24,675.00","24,575.00",20240919
"24,600.00","24,687.50","24,611.50",20240918
"24,620.00","24,635.00","24,557.50",20240917
"24,530.00","24,618.00","24,540.00",20240916
"24,530.00","24,598.00","24,520.00",20240913
"24,575.00","24,605.00","24,527.50",20240912
"24,550.00","24,665.00","24,535.00",20240911
"24,660.00","24,705.00","24,620.00",20240910
"24,680.00","24,695.00","24,608.50",20249209
"24,600.00","24,712.50","24,590.00",20249206
"24,730.00","24,840.00","24,735.00",20249205
"24,852.00","24,897.50","24,850.00",20249204
"24,860.00","24,860.00","24,860.00",20249203
"24,860.00","24,860.00","24,860.00",20249202
"24,860.00","24,900.00","24,865.50",20240830
"24,870.00","24,905.00","24,825.00",20240829
"24,855.00","24,890.00","24,819.00",20240828
"24,820.00","24,867.00","24,810.00",20240827
"24,860.00","24,948.00","24,855.00",20240826
"24,965.00","25,017.50","24,933.00",20240823
"24,960.00","24,975.00","24,905.00",20240822
"24,930.00","24,945.00","24,902.50",20240821
"24,915.00","24,968.50","24,917.50",20240820
"24,960.00","25,069.00","24,970.00",20240819
"25,050.00","25,086.00","25,035.00",20240816
"25,035.00","25,095.00","25,027.50",20240815
"25,020.00","25,125.00","25,035.00",20240814
"25,115.00","25,132.50","25,085.00",20240813
"25,120.00","25,132.50","25,075.00",20240812
"25,090.00","25,160.00","25,102.50",20248209
"25,135.00","25,162.50","25,105.00",20248208
"25,155.00","25,179.00","25,105.00",20248207
"25,130.00","25,150.00","25,100.00",20248206
"25,080.00","25,125.00","25,075.00",20248205
"25,205.00","25,280.00","25,192.50",20248202
"25,215.00","25,252.50","25,190.00",20248201
"25,235.00","25,330.00","25,235.00",20240731
"25,275.00","25,305.00","25,267.00",20240730
"25,275.00","25,332.50","25,280.00",20240729
"25,300.00","25,339.00","25,294.50",20240726
"25,285.00","25,377.50","25,295.00",20240725
"25,350.00","25,411.50","25,330.00",20240724
"25,355.00","25,365.00","25,347.50",20240723
"25,325.00","25,342.50","25,322.50",20240722
"25,315.00","25,373.50","25,290.00",20240719
"25,310.00","25,375.00","25,273.00",20240718
"25,315.00","25,380.00","25,322.50",20240717
"25,375.00","25,430.00","25,375.00",20240716
"25,360.00","25,422.50","25,370.00",20240715
"25,410.00","25,447.50","25,415.00",20240712
"25,423.00","25,430.00","25,416.50",20240711
"25,415.00","25,447.50","25,414.00",20240710
"25,413.00","25,452.50","25,413.00",20247209
"25,415.00","25,452.50","25,405.00",20247208
"25,412.00","25,455.50","25,365.00",20247205
"25,450.00","25,456.50","25,445.00",20247204
"25,450.00","25,456.00","25,444.50",20247203
"25,450.00","25,457.00","25,447.50",20247202
"25,450.00","25,458.50","25,443.50",20247201
"25,445.00","25,465.00","25,443.00",20240628
"25,455.00","25,470.00","25,457.50",20240627
"25,465.00","25,469.00","25,450.50",20240626
"25,455.00","25,462.50","25,445.00",20240625
"25,455.00","25,458.50","25,450.50",20240624
"25,450.00","25,460.00","25,449.00",20240621
"25,450.00","25,456.50","25,430.00",20240620
"25,450.00","25,456.00","25,440.00",20240619
"25,445.00","25,457.50","25,447.00",20240618
"25,450.00","25,460.00","25,414.00",20240617
"25,450.00","25,455.00","25,415.00",20240614
"25,435.00","25,445.00","25,420.00",20240613
"25,435.00","25,451.00","25,415.00",20240612
"25,435.00","25,445.00","25,415.00",20240611
"25,415.00","25,456.00","25,410.00",20240610
"25,400.00","25,434.00","25,407.50",20246207
"25,420.00","25,432.50","25,404.50",20246206
"25,415.00","25,424.00","25,405.00",20246205
"25,410.00","25,430.50","25,405.00",20246204
"25,432.00","25,455.50","25,404.50",20246203
"25,440.00","25,460.50","25,445.00",20240531
"25,450.00","25,460.00","25,450.00",20240530
"25,450.00","25,460.00","25,447.50",20240529
"25,448.00","25,473.50","25,445.00",20240528
"25,445.00","25,475.00","25,448.50",20240527
"25,465.00","25,476.50","25,465.00",20240524
"25,469.00","25,470.00","25,445.00",20240523
"25,464.00","25,465.50","25,445.00",20240522
"25,461.00","25,462.50","25,430.00",20240521
"25,452.00","25,457.00","25,444.00",20240520
"25,448.00","25,453.50","25,437.50",20240517
"25,431.00","25,456.50","25,400.00",20240516
"25,445.00","25,457.00","25,445.00",20240515
"25,450.00","25,460.00","25,445.00",20240514
"25,453.00","25,456.50","25,435.00",20240513
"25,450.00","25,464.00","25,432.00",20240510
"25,440.00","25,447.50","25,425.00",20245209
"25,425.00","25,437.00","25,395.00",20245208
"25,400.00","25,412.50","25,375.00",20245207
"25,370.00","25,415.00","25,360.00",20245206
"25,400.00","25,423.00","25,407.50",20245203
"25,390.00","25,405.00","25,320.00",20245202
"25,330.00","25,330.00","25,330.00",20245201
"25,330.00","25,330.00","25,330.00",20240430
"25,330.00","25,330.00","25,330.00",20240429
"25,330.00","25,375.00","25,317.50",20240426
"25,350.00","25,445.00","25,315.00",20240425
"25,405.00","25,460.00","25,402.50",20240424
"25,440.00","25,464.00","25,445.00",20240423
"25,455.00","25,461.50","25,440.00",20240422
"25,440.00","25,463.00","25,405.00",20240419
"25,400.00","25,400.00","25,400.00",20240418
"25,400.00","25,430.00","25,345.00",20240417
"25,280.00","25,295.00","25,245.00",20240416
"25,180.00","25,195.00","24,994.50",20240415
"25,015.00","25,025.00","24,970.00",20240412
"24,980.00","25,012.50","24,950.00",20240411
"24,935.00","24,961.00","24,943.00",20240410
"24,945.00","25,010.00","24,943.00",20244209
"24,960.00","24,975.00","24,930.00",20244208
"24,950.00","25,005.00","24,949.50",20244205
"24,935.00","25,014.00","24,920.00",20244204
"25,000.00","25,010.00","24,915.00",20244203
"24,900.00","24,937.50","24,800.00",20244202
"24,795.00","24,818.50","24,770.00",20244201
"24,810.00","24,822.50","24,792.50",20240329
"24,790.00","24,818.50","24,772.50",20240328
"24,785.00","24,797.50","24,778.00",20240327
"24,770.00","24,792.50","24,750.00",20240326
"24,740.00","24,806.00","24,746.50",20240325
"24,768.00","24,821.50","24,756.00",20240322
"24,785.00","24,801.50","24,765.00",20240321
"24,775.00","24,790.00","24,715.00",20240320
"24,740.00","24,755.00","24,695.00",20240319
"24,715.00","24,745.00","24,690.00",20240318
"24,710.00","24,744.00","24,700.00",20240315
"24,690.00","24,707.50","24,636.50",20240314
"24,675.00","24,687.50","24,640.00",20240313
"24,645.00","24,680.00","24,625.00",20240312
"24,635.00","24,670.00","24,602.50",20240311
"24,640.00","24,700.00","24,632.50",20243208
"24,680.00","24,715.00","24,642.50",20243207
"24,665.00","24,721.50","24,642.50",20243206
"24,690.00","24,705.00","24,649.50",20243205
"24,676.00","24,700.00","24,649.50",20243204
"24,640.00","24,660.00","24,639.00",20243201
"24,640.00","24,657.50","24,639.00",20240229
"24,620.00","24,655.00","24,606.00",20240228
"24,625.00","24,674.00","24,632.50",20240227
"24,660.00","24,707.50","24,640.00",20240226
"24,630.00","24,660.00","24,597.50",20240223
"24,590.00","24,615.00","24,552.50",20240222
"24,525.00","24,550.00","24,490.00",20240221
"24,525.00","24,550.00","24,527.50",20240220
"24,530.00","24,540.00","24,490.00",20240219
"24,510.00","24,550.00","24,422.50",20240216
"24,450.00","24,465.00","24,400.00",20240215
"24,400.00","24,400.00","24,400.00",20240214
"24,400.00","24,400.00","24,400.00",20240213
"24,400.00","24,400.00","24,400.00",20240212
"24,400.00","24,400.00","24,400.00",20242209
"24,400.00","24,400.00","24,400.00",20242208
"24,400.00","24,465.00","24,370.00",20242207
"24,355.00","24,387.50","24,342.50",20242206
"24,370.00","24,417.50","24,360.00",20242205
"24,335.00","24,417.50","24,330.00",20242202
"24,400.00","24,430.00","24,362.50",20242201
"24,415.00","24,465.00","24,395.00",20240131
"24,395.00","24,510.00","24,395.00",20240130
"24,530.00","24,610.00","24,535.00",20240129
"24,595.00","24,625.00","24,600.00",20240126
"24,605.00","24,615.00","24,577.50",20240125
"24,600.00","24,617.50","24,541.00",20240124
"24,565.00","24,575.00","24,510.00",20240123
"24,550.00","24,565.00","24,510.00",20240122
"24,540.00","24,570.00","24,535.00",20240119
"24,545.00","24,580.00","24,520.00",20240118
"24,530.00","24,556.50","24,520.00",20240117
"24,500.00","24,547.50","24,470.00",20240116
"24,470.00","24,490.00","24,460.00",20240115
"24,490.00","24,535.00","24,480.00",20240112
"24,475.00","24,492.50","24,445.00",20240111
"24,405.00","24,420.00","24,345.00",20240110
"24,360.00","24,392.50","24,337.50",20241209
"24,330.00","24,390.00","24,327.50",20241208
"24,370.00","24,380.00","24,337.00",20241205
"24,360.00","24,400.00","24,357.50",20241204
"24,370.00","24,387.50","24,310.00",20241203
"24,325.00","24,337.50","24,250.00",20241202
"24,260.00","24,260.00","24,260.00",20241201
"24,260.00","24,300.00","24,240.00",20231229
"24,235.00","24,355.00","24,250.00",20231228
"24,345.00","24,391.00","24,315.00",20231227
"24,325.00","24,335.00","24,210.00",20231226
"24,230.00","24,265.00","24,180.00",20231225
"24,235.00","24,317.50","24,235.00",20231222
"24,320.00","24,357.50","24,320.00",20231221
"24,335.00","24,349.00","24,275.00",20231220
"24,350.00","24,378.00","24,340.00",20231219
"24,350.00","24,375.00","24,230.00",20231218
"24,260.00","24,275.00","24,220.00",20231215
"24,245.00","24,265.00","24,200.00",20231214
"24,279.00","24,283.00","24,257.50",20231213
"24,260.00","24,280.00","24,263.50",20231212
"24,250.00","24,277.50","24,180.00",20231211
"24,220.00","24,267.50","24,230.00",20231208
"24,275.00","24,290.00","24,267.50",20231207
"24,274.00","24,305.00","24,263.00",20231206
"24,266.00","24,283.50","24,237.50",20231205
"24,250.00","24,295.00","24,225.00",20231204
"24,290.00","24,315.00","24,260.00",20231201
"24,250.00","24,277.50","24,200.00",20231130
"24,260.00","24,270.00","24,182.00",20231129
"24,230.00","24,260.00","24,228.50",20231128
"24,230.00","24,270.00","24,221.50",20231127
"24,260.00","24,282.00","24,210.00",20231124
"24,240.00","24,247.50","24,165.00",20231123
"24,205.00","24,217.50","24,142.50",20231122
"24,130.00","24,172.50","24,097.00",20231121
"24,170.00","24,235.00","24,158.00",20231120
"24,250.00","24,305.00","24,225.00",20231117
"24,288.00","24,312.50","24,274.50",20231116
"24,290.00","24,381.00","24,269.00",20231115
"24,355.00","24,389.00","24,352.50",20231114
"24,383.00","24,395.50","24,320.00",20231113
"24,315.00","24,380.00","24,305.00",20231110
"24,340.00","24,395.00","24,330.00",20231109
"24,370.00","24,385.00","24,290.00",20231108
"24,310.00","24,377.50","24,262.50",20231107
"24,335.00","24,565.00","24,315.00",20231106
"24,520.00","24,580.00","24,535.00",20231103
"24,570.00","24,585.00","24,558.00",20231102
"24,585.00","24,593.00","24,560.00",20231101
"24,560.00","24,573.50","24,551.50",20231031
"24,558.00","24,590.00","24,555.00",20231030
"24,570.00","24,612.00","24,555.00",20231027
"24,590.00","24,620.00","24,570.00",20231026
"24,560.00","24,585.00","24,550.00",20231025
"24,550.00","24,597.50","24,525.00",20231024
"24,590.00","24,617.50","24,485.00",20231023
"24,520.00","24,582.50","24,480.00",20231020
"24,550.00","24,597.50","24,490.00",20231019
"24,555.00","24,577.50","24,479.50",20231018
"24,490.00","24,503.00","24,454.00",20231017
"24,460.00","24,481.50","24,445.00",20231016
"24,440.00","24,485.00","24,435.00",20231013
"24,435.00","24,460.00","24,425.00",20231012
"24,440.00","24,455.00","24,380.00",20231011
"24,390.00","24,425.00","24,372.00",20231010
"24,370.00","24,402.50","24,352.50",20231009
"24,360.00","24,426.50","24,363.50",20231006
"24,380.00","24,428.00","24,380.00",20231005
"24,420.00","24,440.00","24,379.00",20231004
"24,385.00","24,414.00","24,375.00",20231003
"24,340.00","24,387.50","24,297.50",20231002
"24,280.00","24,420.00","24,265.00",20230929
"24,385.00","24,445.00","24,390.00",20230928
"24,385.00","24,437.50","24,374.50",20230927
"24,380.00","24,442.50","24,352.50",20230926
"24,380.00","24,397.50","24,325.00",20230925
"24,360.00","24,375.00","24,285.00",20230922
"24,310.00","24,335.00","24,255.00",20230921
"24,270.00","24,380.00","24,285.00",20230920
"24,370.00","24,416.50","24,382.50",20230919
"24,370.00","24,385.00","24,255.00",20230918
"24,250.00","24,270.00","24,230.50",20230915
"24,220.00","24,240.00","24,160.00",20230914
"24,155.00","24,176.50","24,095.00",20230913
"24,100.00","24,115.00","24,079.00",20230912
"24,075.00","24,085.00","24,045.00",20230911
"24,055.00","24,125.00","24,055.00",20239208
"24,060.00","24,096.50","24,040.00",20239207
"24,055.00","24,105.00","23,995.00",20239206
"24,050.00","24,120.00","24,057.50",20239205
"24,060.00","24,060.00","24,060.00",20239204
"24,060.00","24,060.00","24,060.00",20239201
"24,060.00","24,122.50","24,055.00",20230831
"24,110.00","24,191.50","24,110.00",20230830
"24,180.00","24,200.00","24,150.00",20230829
"24,080.00","24,095.00","23,970.00",20230828
"24,024.00","24,040.00","23,980.00",20230825
"23,995.00","24,010.50","23,967.50",20230824
"23,985.00","24,021.00","23,965.00",20230823
"23,920.00","23,935.00","23,805.00",20230822
"23,805.00","23,819.00","23,747.50",20230821
"23,805.00","23,875.00","23,780.00",20230818
"23,850.00","23,975.00","23,865.00",20230817
"23,935.00","24,007.50","23,915.00",20230816
"23,965.00","23,980.00","23,830.00",20230815
"23,815.00","23,825.50","23,727.50",20230814
"23,750.00","23,760.00","23,687.50",20230811
"23,740.00","23,755.00","23,710.00",20230810
"23,735.00","23,750.50","23,681.00",20238209
"23,730.00","23,746.50","23,693.50",20238208
"23,720.00","23,750.00","23,676.50",20238207
"23,725.00","23,763.50","23,684.50",20238204
"23,750.00","23,775.50","23,745.00",20238203
"23,735.00","23,751.50","23,670.00",20238202
"23,680.00","23,695.00","23,664.50",20238201
"23,680.00","23,691.50","23,670.00",20230731
"23,685.00","23,698.50","23,661.50",20230728
"23,661.00","23,680.00","23,657.00",20230727
"23,665.00","23,682.50","23,661.50",20230726
"23,655.00","23,723.50","23,654.50",20230725
"23,665.00","23,676.50","23,645.50",20230724
"23,656.00","23,670.00","23,636.50",20230721
"23,647.00","23,697.50","23,635.50",20230720
"23,630.00","23,654.50","23,630.00",20230719
"23,635.00","23,650.50","23,625.00",20230718
"23,630.00","23,672.00","23,625.00",20230717
"23,630.00","23,665.00","23,627.50",20230714
"23,665.00","23,677.50","23,625.00",20230713
"23,660.00","23,700.00","23,655.00",20230712
"23,690.00","23,715.00","23,628.50",20230711
"23,640.00","23,672.50","23,603.00",20230710
"23,635.00","23,717.50","23,640.00",20237207
"23,710.00","23,772.50","23,710.00",20237206
"23,745.00","23,790.00","23,717.50",20237205
"23,700.00","23,710.00","23,655.00",20237204
"23,695.00","23,710.00","23,546.50",20237203
"23,575.00","23,596.50","23,530.00",20230630
"23,569.00","23,583.50","23,532.50",20230629
"23,555.00","23,562.50","23,526.50",20230628
"23,520.00","23,541.50","23,515.00",20230627
"23,530.00","23,540.00","23,490.00",20230626
"23,515.00","23,527.50","23,497.50",20230623
"23,515.00","23,527.50","23,502.00",20230622
"23,505.00","23,531.50","23,510.00",20230621
"23,520.00","23,536.00","23,517.50",20230620
"23,520.00","23,531.50","23,506.00",20230619
"23,520.00","23,542.50","23,512.50",20230616
"23,525.00","23,546.50","23,479.50",20230615
"23,500.00","23,514.00","23,503.00",20230614
"23,495.00","23,504.00","23,482.50",20230613
"23,480.00","23,488.50","23,470.50",20230612
"23,470.00","23,495.00","23,477.00",20236209
"23,490.00","23,499.00","23,482.50",20236208
"23,485.00","23,492.50","23,476.50",20236207
"23,485.00","23,500.00","23,470.00",20236206
"23,495.00","23,508.50","23,472.50",20236205
"23,475.00","23,483.50","23,455.00",20236202
"23,485.00","23,492.50","23,476.50",20236201
"23,485.00","23,497.50","23,485.00",20230531
"23,480.00","23,492.00","23,472.50",20230530
"23,465.00","23,484.00","23,465.00",20230529
"23,475.00","23,485.00","23,472.50",20230526
"23,470.00","23,492.50","23,469.00",20230525
"23,470.00","23,510.00","23,445.00",20230524
"23,470.00","23,482.50","23,442.50",20230523
"23,438.00","23,467.50","23,438.00",20230522
"23,460.00","23,546.00","23,427.50",20230519
"23,450.00","23,460.00","23,411.00",20230518
"23,450.00","23,455.50","23,446.50",20230517
"23,450.00","23,472.50","23,449.00",20230516
"23,458.00","23,471.50","23,446.50",20230515
"23,450.00","23,475.00","23,455.00",20230512
"23,465.00","23,475.00","23,462.50",20230511
"23,465.00","23,475.00","23,449.50",20230510
"23,460.00","23,469.00","23,448.00",20235209
"23,443.00","23,460.00","23,444.00",20235208
"23,440.00","23,455.00","23,445.00",20235205
"23,445.00","23,457.50","23,444.50",20235204
"23,450.00","23,450.00","23,450.00",20235203
"23,450.00","23,450.00","23,450.00",20235202
"23,450.00","23,450.00","23,450.00",20235201
"23,450.00","23,483.00","23,451.00",20230428
"23,445.00","23,492.50","23,455.00",20230427
"23,465.00","23,495.00","23,472.50",20230426
"23,473.00","23,496.00","23,473.00",20230425
"23,494.00","23,497.00","23,477.50",20230424
"23,485.00","23,508.50","23,450.00",20230421
"23,488.00","23,562.50","23,482.50",20230420
"23,511.00","23,518.00","23,452.00",20230419
"23,505.00","23,517.00","23,472.50",20230418
"23,485.00","23,495.00","23,446.50",20230417
"23,440.00","23,451.00","23,442.50",20230414
"23,440.00","23,453.50","23,440.00",20230413
"23,442.00","23,454.50","23,445.00",20230412
"23,445.00","23,457.00","23,444.00",20230411
"23,440.00","23,452.50","23,442.00",20230410
"23,442.00","23,460.00","23,444.50",20234207
"23,451.00","23,475.00","23,447.50",20234206
"23,465.00","23,497.50","23,455.00",20234205
"23,460.00","23,495.00","23,456.00",20234204
"23,470.00","23,515.00","23,456.00",20234203
"23,450.00","23,510.00","23,456.00",20230331
"23,470.00","23,490.00","23,470.00",20230330
"23,480.00","23,515.00","23,481.00",20230329
"23,480.00","23,521.00","23,492.50",20230328
"23,500.00","23,532.50","23,510.00",20230327
"23,510.00","23,525.00","23,495.00",20230324
"23,490.00","23,520.00","23,490.00",20230323
"23,510.00","23,570.00","23,490.00",20230322
"23,570.00","23,595.00","23,577.50",20230321
"23,570.00","23,590.00","23,576.00",20230320
"23,570.00","23,607.50","23,575.00",20230317
"23,560.00","23,587.50","23,562.50",20230316
"23,565.00","23,602.50","23,572.50",20230315
"23,570.00","23,610.00","23,567.50",20230314
"23,570.00","23,675.00","23,537.50",20230313
"23,660.00","23,705.00","23,675.00",20230310
"23,680.00","23,756.00","23,695.00",20233209
"23,710.00","23,757.50","23,695.00",20233208
"23,640.00","23,667.50","23,600.00",20233207
"23,650.00","23,733.00","23,657.50",20233206
"23,710.00","23,738.50","23,715.00",20233203
"23,700.00","23,735.00","23,699.50",20233202
"23,710.00","23,790.00","23,720.00",20233201
"23,740.00","23,807.50","23,760.00",20230228
"23,805.00","23,835.00","23,788.00",20230227
